Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr15,87339944,87340276,all_Chip_RFX1_vs_GRCm38.89_peak_3644
chr8,60993273,60993588,all_Chip_RFX1_vs_GRCm38.89_peak_9002
chr11,117541320,117541572,all_Chip_RFX1_vs_GRCm38.89_peak_1839
chr17,25454316,25454623,all_Chip_RFX1_vs_GRCm38.89_peak_4150
chr6,101211378,101211773,all_Chip_RFX1_vs_GRCm38.89_peak_8050
chr10,119240305,119240667,all_Chip_RFX1_vs_GRCm38.89_peak_1151
chr17,66276761,66277105,all_Chip_RFX1_vs_GRCm38.89_peak_4337
chr5,113138969,113139266,all_Chip_RFX1_vs_GRCm38.89_peak_7445
chr16,16217445,16217742,all_Chip_RFX1_vs_GRCm38.89_peak_3786
chr5,123144412,123144691,all_Chip_RFX1_vs_GRCm38.89_peak_7501
chr10,30853913,30854193,all_Chip_RFX1_vs_GRCm38.89_peak_768
chr13,94156121,94156463,all_Chip_RFX1_vs_GRCm38.89_peak_2776
chr7,108972326,108972741,all_Chip_RFX1_vs_GRCm38.89_peak_8604
chr11,86593062,86593396,all_Chip_RFX1_vs_GRCm38.89_peak_1596
chr14,97147642,97147987,all_Chip_RFX1_vs_GRCm38.89_peak_3212
chr15,41306372,41306783,all_Chip_RFX1_vs_GRCm38.89_peak_3408
chr17,90606787,90607062,all_Chip_RFX1_vs_GRCm38.89_peak_4440
chr18,10213723,10214090,all_Chip_RFX1_vs_GRCm38.89_peak_4470
chr2,43045299,43045666,all_Chip_RFX1_vs_GRCm38.89_peak_5310
chr2,61399831,61400181,all_Chip_RFX1_vs_GRCm38.89_peak_5360
chr4,123708147,123708464,all_Chip_RFX1_vs_GRCm38.89_peak_6857
chr10,42834289,42834577,all_Chip_RFX1_vs_GRCm38.89_peak_821
chr13,104510701,104511076,all_Chip_RFX1_vs_GRCm38.89_peak_2823
chr15,52039838,52040147,all_Chip_RFX1_vs_GRCm38.89_peak_3432
chr3,146554909,146555204,all_Chip_RFX1_vs_GRCm38.89_peak_6425
chr5,135878024,135878289,all_Chip_RFX1_vs_GRCm38.89_peak_7574
chr8,35218314,35218647,all_Chip_RFX1_vs_GRCm38.89_peak_8927
chr8,68038685,68039023,all_Chip_RFX1_vs_GRCm38.89_peak_9023
chr9,35280822,35281259,all_Chip_RFX1_vs_GRCm38.89_peak_9441
chr11,54845820,54846130,all_Chip_RFX1_vs_GRCm38.89_peak_1362
chr7,105427277,105427576,all_Chip_RFX1_vs_GRCm38.89_peak_8600
chr1,155417351,155417630,all_Chip_RFX1_vs_GRCm38.89_peak_499
chr10,79900887,79901129,all_Chip_RFX1_vs_GRCm38.89_peak_967
chr4,149277575,149277979,all_Chip_RFX1_vs_GRCm38.89_peak_7027
chrX,93428448,93428744,all_Chip_RFX1_vs_GRCm38.89_peak_10017
chr9,99631791,99632093,all_Chip_RFX1_vs_GRCm38.89_peak_9768
chr10,84917353,84917641,all_Chip_RFX1_vs_GRCm38.89_peak_1016
chr15,86277551,86277874,all_Chip_RFX1_vs_GRCm38.89_peak_3638
chr11,109753955,109754320,all_Chip_RFX1_vs_GRCm38.89_peak_1786
chr16,77400295,77400740,all_Chip_RFX1_vs_GRCm38.89_peak_3994
chr8,92331756,92332105,all_Chip_RFX1_vs_GRCm38.89_peak_9139
chr14,7791663,7792160,all_Chip_RFX1_vs_GRCm38.89_peak_2875
chr7,132674016,132674370,all_Chip_RFX1_vs_GRCm38.89_peak_8736
chr5,73344234,73344499,all_Chip_RFX1_vs_GRCm38.89_peak_7301
chrX,135885278,135885553,all_Chip_RFX1_vs_GRCm38.89_peak_10073
chr1,137750885,137751216,all_Chip_RFX1_vs_GRCm38.89_peak_447
chr12,103313899,103314167,all_Chip_RFX1_vs_GRCm38.89_peak_2325
chr10,70789086,70789382,all_Chip_RFX1_vs_GRCm38.89_peak_927
chr11,21360574,21360850,all_Chip_RFX1_vs_GRCm38.89_peak_1246
chr3,127949075,127949378,all_Chip_RFX1_vs_GRCm38.89_peak_6359
chr18,42762302,42762585,all_Chip_RFX1_vs_GRCm38.89_peak_4609
chr8,116116673,116116935,all_Chip_RFX1_vs_GRCm38.89_peak_9243
chr1,134265748,134266047,all_Chip_RFX1_vs_GRCm38.89_peak_422
chr13,14574119,14574434,all_Chip_RFX1_vs_GRCm38.89_peak_2458
chr4,100890349,100890636,all_Chip_RFX1_vs_GRCm38.89_peak_6739
chr6,89584965,89585243,all_Chip_RFX1_vs_GRCm38.89_peak_7982
chr16,18229609,18230001,all_Chip_RFX1_vs_GRCm38.89_peak_3801
chr7,100514722,100514988,all_Chip_RFX1_vs_GRCm38.89_peak_8581
chr17,5284878,5285193,all_Chip_RFX1_vs_GRCm38.89_peak_4084
chr5,49369123,49369451,all_Chip_RFX1_vs_GRCm38.89_peak_7249
chr2,165855613,165855942,all_Chip_RFX1_vs_GRCm38.89_peak_5807
chr1,43317113,43317576,all_Chip_RFX1_vs_GRCm38.89_peak_113
chr9,99685907,99686235,all_Chip_RFX1_vs_GRCm38.89_peak_9770
chr5,36705360,36705815,all_Chip_RFX1_vs_GRCm38.89_peak_7203
chr15,30191945,30192281,all_Chip_RFX1_vs_GRCm38.89_peak_3348
chr5,103355445,103356010,all_Chip_RFX1_vs_GRCm38.89_peak_7391
chr5,107497504,107497891,all_Chip_RFX1_vs_GRCm38.89_peak_7415
chr12,100265918,100266210,all_Chip_RFX1_vs_GRCm38.89_peak_2303
chr1,34696636,34696904,all_Chip_RFX1_vs_GRCm38.89_peak_71
chr14,31323805,31324079,all_Chip_RFX1_vs_GRCm38.89_peak_2976
chr2,27936728,27937087,all_Chip_RFX1_vs_GRCm38.89_peak_5194
chr4,133209495,133209775,all_Chip_RFX1_vs_GRCm38.89_peak_6928
chr7,16982889,16983194,all_Chip_RFX1_vs_GRCm38.89_peak_8285
chr9,115604407,115604777,all_Chip_RFX1_vs_GRCm38.89_peak_9862
chr9,22071267,22071524,all_Chip_RFX1_vs_GRCm38.89_peak_9380
chr1,126446449,126446766,all_Chip_RFX1_vs_GRCm38.89_peak_375
chr16,18392305,18392561,all_Chip_RFX1_vs_GRCm38.89_peak_3804
chr16,31875685,31876048,all_Chip_RFX1_vs_GRCm38.89_peak_3866
chr19,12489417,12489709,all_Chip_RFX1_vs_GRCm38.89_peak_4857
chr2,5714877,5715157,all_Chip_RFX1_vs_GRCm38.89_peak_5089
chr5,115475753,115476069,all_Chip_RFX1_vs_GRCm38.89_peak_7466
chr9,103336984,103337346,all_Chip_RFX1_vs_GRCm38.89_peak_9785
chr1,167802457,167802741,all_Chip_RFX1_vs_GRCm38.89_peak_556
chr2,13409838,13410186,all_Chip_RFX1_vs_GRCm38.89_peak_5119
chr3,103279264,103279588,all_Chip_RFX1_vs_GRCm38.89_peak_6236
chr4,149675772,149676084,all_Chip_RFX1_vs_GRCm38.89_peak_7032
chr7,18950925,18951307,all_Chip_RFX1_vs_GRCm38.89_peak_8291
chr8,64624540,64625189,all_Chip_RFX1_vs_GRCm38.89_peak_9008
chr8,87737950,87738240,all_Chip_RFX1_vs_GRCm38.89_peak_9114
chrX,134600898,134601183,all_Chip_RFX1_vs_GRCm38.89_peak_10072
chr8,23287844,23288199,all_Chip_RFX1_vs_GRCm38.89_peak_8886
chrX,136741145,136741492,all_Chip_RFX1_vs_GRCm38.89_peak_10084
chr4,133042952,133043237,all_Chip_RFX1_vs_GRCm38.89_peak_6921
chr18,53744450,53744715,all_Chip_RFX1_vs_GRCm38.89_peak_4639
chr2,157347382,157347863,all_Chip_RFX1_vs_GRCm38.89_peak_5758
chr7,78912766,78913010,all_Chip_RFX1_vs_GRCm38.89_peak_8485
chr1,166791230,166791546,all_Chip_RFX1_vs_GRCm38.89_peak_552
chr14,102350134,102350497,all_Chip_RFX1_vs_GRCm38.89_peak_3224
chr14,13239388,13239773,all_Chip_RFX1_vs_GRCm38.89_peak_2897
chr3,61050358,61050737,all_Chip_RFX1_vs_GRCm38.89_peak_6062
chr6,29788787,29789263,all_Chip_RFX1_vs_GRCm38.89_peak_7747
chr9,110047777,110048184,all_Chip_RFX1_vs_GRCm38.89_peak_9846
chr19,20954836,20955149,all_Chip_RFX1_vs_GRCm38.89_peak_4874
chr2,7286153,7286472,all_Chip_RFX1_vs_GRCm38.89_peak_5100
chr2,75978111,75978446,all_Chip_RFX1_vs_GRCm38.89_peak_5418
chr3,39425338,39425778,all_Chip_RFX1_vs_GRCm38.89_peak_6001
chr4,76405922,76406228,all_Chip_RFX1_vs_GRCm38.89_peak_6663
chrX,103920002,103920268,all_Chip_RFX1_vs_GRCm38.89_peak_10055
chr8,70089531,70089972,all_Chip_RFX1_vs_GRCm38.89_peak_9034
chr14,109670890,109671174,all_Chip_RFX1_vs_GRCm38.89_peak_3245
chr7,110116868,110117153,all_Chip_RFX1_vs_GRCm38.89_peak_8614
chr9,105968873,105969203,all_Chip_RFX1_vs_GRCm38.89_peak_9803
chr6,95621721,95622197,all_Chip_RFX1_vs_GRCm38.89_peak_8022
chr4,53631271,53631561,all_Chip_RFX1_vs_GRCm38.89_peak_6601
chr5,139932605,139932920,all_Chip_RFX1_vs_GRCm38.89_peak_7612
chr10,21790291,21790687,all_Chip_RFX1_vs_GRCm38.89_peak_744
chr7,34713182,34713475,all_Chip_RFX1_vs_GRCm38.89_peak_8356
chr3,105405272,105405585,all_Chip_RFX1_vs_GRCm38.89_peak_6260
chr5,144909528,144909849,all_Chip_RFX1_vs_GRCm38.89_peak_7646
chr10,21680862,21681170,all_Chip_RFX1_vs_GRCm38.89_peak_742
chr13,3633828,3634172,all_Chip_RFX1_vs_GRCm38.89_peak_2419
chr10,60940966,60941288,all_Chip_RFX1_vs_GRCm38.89_peak_889
chr6,113079538,113079813,all_Chip_RFX1_vs_GRCm38.89_peak_8080
chr16,91069062,91069383,all_Chip_RFX1_vs_GRCm38.89_peak_4036
chr18,74215859,74216194,all_Chip_RFX1_vs_GRCm38.89_peak_4728
chr14,25873124,25873407,all_Chip_RFX1_vs_GRCm38.89_peak_2953
chr13,32833332,32833638,all_Chip_RFX1_vs_GRCm38.89_peak_2513
chr14,20785263,20785554,all_Chip_RFX1_vs_GRCm38.89_peak_2925
chr9,78614668,78614947,all_Chip_RFX1_vs_GRCm38.89_peak_9693
chr9,89858055,89858404,all_Chip_RFX1_vs_GRCm38.89_peak_9729
chr5,34951233,34951563,all_Chip_RFX1_vs_GRCm38.89_peak_7194
chr15,73140185,73140484,all_Chip_RFX1_vs_GRCm38.89_peak_3518
chr7,138519828,138520096,all_Chip_RFX1_vs_GRCm38.89_peak_8763
chr10,75849256,75849591,all_Chip_RFX1_vs_GRCm38.89_peak_947
chr5,89070512,89070782,all_Chip_RFX1_vs_GRCm38.89_peak_7342
chr11,85341574,85341882,all_Chip_RFX1_vs_GRCm38.89_peak_1593
chr13,14113791,14114160,all_Chip_RFX1_vs_GRCm38.89_peak_2456
chr1,22266491,22266752,all_Chip_RFX1_vs_GRCm38.89_peak_45
chr3,84228561,84228864,all_Chip_RFX1_vs_GRCm38.89_peak_6127
chr9,49663166,49663452,all_Chip_RFX1_vs_GRCm38.89_peak_9532
chr11,113125832,113126203,all_Chip_RFX1_vs_GRCm38.89_peak_1803
chr9,121821841,121822117,all_Chip_RFX1_vs_GRCm38.89_peak_9896
chr19,49966291,49966602,all_Chip_RFX1_vs_GRCm38.89_peak_5014
chr13,31362444,31362735,all_Chip_RFX1_vs_GRCm38.89_peak_2510
chr1,37300115,37300396,all_Chip_RFX1_vs_GRCm38.89_peak_87
chr18,36493217,36493531,all_Chip_RFX1_vs_GRCm38.89_peak_4579
chr3,105687294,105687551,all_Chip_RFX1_vs_GRCm38.89_peak_6264
chr5,124478262,124478581,all_Chip_RFX1_vs_GRCm38.89_peak_7517
chr5,137734345,137734615,all_Chip_RFX1_vs_GRCm38.89_peak_7590
chr7,16944434,16944729,all_Chip_RFX1_vs_GRCm38.89_peak_8282
chr3,89647638,89647926,all_Chip_RFX1_vs_GRCm38.89_peak_6170
chr9,56160945,56161206,all_Chip_RFX1_vs_GRCm38.89_peak_9569
chr11,88471987,88472321,all_Chip_RFX1_vs_GRCm38.89_peak_1622
chr12,85824802,85825116,all_Chip_RFX1_vs_GRCm38.89_peak_2233
chr9,54863370,54863726,all_Chip_RFX1_vs_GRCm38.89_peak_9562
chr1,53823873,53824265,all_Chip_RFX1_vs_GRCm38.89_peak_137
chr2,69719189,69719462,all_Chip_RFX1_vs_GRCm38.89_peak_5382
chr13,30764352,30764655,all_Chip_RFX1_vs_GRCm38.89_peak_2508
chr10,92837612,92837965,all_Chip_RFX1_vs_GRCm38.89_peak_1060
chr12,99233459,99233704,all_Chip_RFX1_vs_GRCm38.89_peak_2287
chr14,99748274,99748603,all_Chip_RFX1_vs_GRCm38.89_peak_3217
chr1,57858550,57858898,all_Chip_RFX1_vs_GRCm38.89_peak_150
chr19,58545582,58545894,all_Chip_RFX1_vs_GRCm38.89_peak_5059
chr5,125394075,125394501,all_Chip_RFX1_vs_GRCm38.89_peak_7531
chr5,90930900,90931229,all_Chip_RFX1_vs_GRCm38.89_peak_7349
chr6,83315971,83316295,all_Chip_RFX1_vs_GRCm38.89_peak_7942
chr13,75975919,75976177,all_Chip_RFX1_vs_GRCm38.89_peak_2715
chr16,12901774,12902142,all_Chip_RFX1_vs_GRCm38.89_peak_3770
chr15,38518083,38518309,all_Chip_RFX1_vs_GRCm38.89_peak_3397
chr2,103761261,103761606,all_Chip_RFX1_vs_GRCm38.89_peak_5512
chr17,84059190,84059472,all_Chip_RFX1_vs_GRCm38.89_peak_4404
chr2,73892791,73893042,all_Chip_RFX1_vs_GRCm38.89_peak_5411
chr6,81987721,81988038,all_Chip_RFX1_vs_GRCm38.89_peak_7931
chr9,30956967,30957262,all_Chip_RFX1_vs_GRCm38.89_peak_9426
chr7,45830750,45831004,all_Chip_RFX1_vs_GRCm38.89_peak_8393
chr7,101487538,101487798,all_Chip_RFX1_vs_GRCm38.89_peak_8589
chr3,98198354,98198608,all_Chip_RFX1_vs_GRCm38.89_peak_6206
chr11,94521247,94521706,all_Chip_RFX1_vs_GRCm38.89_peak_1649
chr12,113041636,113041882,all_Chip_RFX1_vs_GRCm38.89_peak_2387
chr14,117930543,117930869,all_Chip_RFX1_vs_GRCm38.89_peak_3254
chr15,86388299,86388591,all_Chip_RFX1_vs_GRCm38.89_peak_3641
chr18,75392194,75392434,all_Chip_RFX1_vs_GRCm38.89_peak_4737
chr2,11683237,11683546,all_Chip_RFX1_vs_GRCm38.89_peak_5111
chr2,155946604,155946969,all_Chip_RFX1_vs_GRCm38.89_peak_5739
chr2,60925079,60925376,all_Chip_RFX1_vs_GRCm38.89_peak_5356
chr3,89411885,89412182,all_Chip_RFX1_vs_GRCm38.89_peak_6163
chr4,106617110,106617445,all_Chip_RFX1_vs_GRCm38.89_peak_6774
chr5,147134474,147134799,all_Chip_RFX1_vs_GRCm38.89_peak_7650
chr8,25597434,25597690,all_Chip_RFX1_vs_GRCm38.89_peak_8899
chr13,78162243,78162605,all_Chip_RFX1_vs_GRCm38.89_peak_2721
chr12,86941079,86941402,all_Chip_RFX1_vs_GRCm38.89_peak_2248
chr14,24841893,24842199,all_Chip_RFX1_vs_GRCm38.89_peak_2947
chr5,126079469,126079788,all_Chip_RFX1_vs_GRCm38.89_peak_7539
chr15,7808084,7808416,all_Chip_RFX1_vs_GRCm38.89_peak_3295
chr7,66934161,66934441,all_Chip_RFX1_vs_GRCm38.89_peak_8449
chr10,80573964,80574227,all_Chip_RFX1_vs_GRCm38.89_peak_977
chr11,32518779,32519077,all_Chip_RFX1_vs_GRCm38.89_peak_1293
chr13,119689829,119690173,all_Chip_RFX1_vs_GRCm38.89_peak_2871
chr15,25886537,25886867,all_Chip_RFX1_vs_GRCm38.89_peak_3338
chr15,67245968,67246333,all_Chip_RFX1_vs_GRCm38.89_peak_3498
chr16,25016054,25016691,all_Chip_RFX1_vs_GRCm38.89_peak_3833
chr2,49845175,49845483,all_Chip_RFX1_vs_GRCm38.89_peak_5324
chr5,43805577,43805869,all_Chip_RFX1_vs_GRCm38.89_peak_7232
chr8,106979105,106979405,all_Chip_RFX1_vs_GRCm38.89_peak_9212
chr9,40765959,40766273,all_Chip_RFX1_vs_GRCm38.89_peak_9465
chr9,86231761,86232070,all_Chip_RFX1_vs_GRCm38.89_peak_9718
chr12,70584277,70584521,all_Chip_RFX1_vs_GRCm38.89_peak_2102
chr3,23762102,23762393,all_Chip_RFX1_vs_GRCm38.89_peak_5925
chr9,65724387,65724641,all_Chip_RFX1_vs_GRCm38.89_peak_9642
chr10,94449778,94450086,all_Chip_RFX1_vs_GRCm38.89_peak_1072
chr3,87748446,87748712,all_Chip_RFX1_vs_GRCm38.89_peak_6144
chr8,119810273,119810563,all_Chip_RFX1_vs_GRCm38.89_peak_9261
chr1,33933092,33933416,all_Chip_RFX1_vs_GRCm38.89_peak_63
chr10,80695271,80695561,all_Chip_RFX1_vs_GRCm38.89_peak_980
chr11,75531802,75532163,all_Chip_RFX1_vs_GRCm38.89_peak_1512
chr7,101998668,101998951,all_Chip_RFX1_vs_GRCm38.89_peak_8593
chr8,90870616,90870899,all_Chip_RFX1_vs_GRCm38.89_peak_9129
chr1,37105156,37105448,all_Chip_RFX1_vs_GRCm38.89_peak_85
chr8,69903280,69903549,all_Chip_RFX1_vs_GRCm38.89_peak_9032
chr10,42339767,42340096,all_Chip_RFX1_vs_GRCm38.89_peak_819
chr17,86350186,86350486,all_Chip_RFX1_vs_GRCm38.89_peak_4418
chr18,68059012,68059251,all_Chip_RFX1_vs_GRCm38.89_peak_4711
chr4,42946792,42947109,all_Chip_RFX1_vs_GRCm38.89_peak_6563
chr5,8145543,8145848,all_Chip_RFX1_vs_GRCm38.89_peak_7099
chr9,94610645,94610981,all_Chip_RFX1_vs_GRCm38.89_peak_9741
chr16,12203971,12204292,all_Chip_RFX1_vs_GRCm38.89_peak_3769
chr1,137683436,137683810,all_Chip_RFX1_vs_GRCm38.89_peak_446
chr13,81881752,81882060,all_Chip_RFX1_vs_GRCm38.89_peak_2739
chr14,67032635,67032938,all_Chip_RFX1_vs_GRCm38.89_peak_3130
chr15,3960096,3960502,all_Chip_RFX1_vs_GRCm38.89_peak_3287
chr2,76525630,76525952,all_Chip_RFX1_vs_GRCm38.89_peak_5420
chr12,17544797,17545013,all_Chip_RFX1_vs_GRCm38.89_peak_1935
chr8,95175227,95175520,all_Chip_RFX1_vs_GRCm38.89_peak_9172
chr18,65272037,65272341,all_Chip_RFX1_vs_GRCm38.89_peak_4691
chr3,116375518,116375803,all_Chip_RFX1_vs_GRCm38.89_peak_6312
chr14,32016967,32017279,all_Chip_RFX1_vs_GRCm38.89_peak_2982
chr10,87024951,87025232,all_Chip_RFX1_vs_GRCm38.89_peak_1030
chr1,38292077,38292365,all_Chip_RFX1_vs_GRCm38.89_peak_90
chr1,64220503,64220782,all_Chip_RFX1_vs_GRCm38.89_peak_182
chr5,90467283,90467544,all_Chip_RFX1_vs_GRCm38.89_peak_7348
chr8,10198217,10198534,all_Chip_RFX1_vs_GRCm38.89_peak_8833
chr4,155179223,155179512,all_Chip_RFX1_vs_GRCm38.89_peak_7073
chr8,72649956,72650390,all_Chip_RFX1_vs_GRCm38.89_peak_9064
chr17,25015834,25016161,all_Chip_RFX1_vs_GRCm38.89_peak_4146
chr15,50962058,50962352,all_Chip_RFX1_vs_GRCm38.89_peak_3429
chr8,68183732,68184063,all_Chip_RFX1_vs_GRCm38.89_peak_9025
chr11,102984729,102985043,all_Chip_RFX1_vs_GRCm38.89_peak_1733
chr1,151235477,151235809,all_Chip_RFX1_vs_GRCm38.89_peak_465
chr10,10435061,10435467,all_Chip_RFX1_vs_GRCm38.89_peak_707
chr10,127422097,127422470,all_Chip_RFX1_vs_GRCm38.89_peak_1179
chr11,98198374,98198681,all_Chip_RFX1_vs_GRCm38.89_peak_1685
chr16,90696254,90696508,all_Chip_RFX1_vs_GRCm38.89_peak_4029
chr17,70933208,70933452,all_Chip_RFX1_vs_GRCm38.89_peak_4360
chr19,44907935,44908271,all_Chip_RFX1_vs_GRCm38.89_peak_4989
chr2,157170175,157170523,all_Chip_RFX1_vs_GRCm38.89_peak_5752
chr5,123228125,123228408,all_Chip_RFX1_vs_GRCm38.89_peak_7503
chr5,124883134,124883421,all_Chip_RFX1_vs_GRCm38.89_peak_7523
chr5,76928149,76928465,all_Chip_RFX1_vs_GRCm38.89_peak_7317
chr6,50412112,50412450,all_Chip_RFX1_vs_GRCm38.89_peak_7841
chr6,97395568,97395838,all_Chip_RFX1_vs_GRCm38.89_peak_8031
chr9,31710082,31710387,all_Chip_RFX1_vs_GRCm38.89_peak_9429
chr10,94945493,94945743,all_Chip_RFX1_vs_GRCm38.89_peak_1080
chr11,107019302,107019587,all_Chip_RFX1_vs_GRCm38.89_peak_1763
chr1,54250529,54250929,all_Chip_RFX1_vs_GRCm38.89_peak_139
chr2,173730593,173730869,all_Chip_RFX1_vs_GRCm38.89_peak_5861
chr9,102649882,102650245,all_Chip_RFX1_vs_GRCm38.89_peak_9783
chr17,62659894,62660170,all_Chip_RFX1_vs_GRCm38.89_peak_4325
chr7,80114072,80114376,all_Chip_RFX1_vs_GRCm38.89_peak_8496
chr1,132144290,132144552,all_Chip_RFX1_vs_GRCm38.89_peak_401
chr11,3287194,3287465,all_Chip_RFX1_vs_GRCm38.89_peak_1195
chr3,10126912,10127218,all_Chip_RFX1_vs_GRCm38.89_peak_5903
chr3,131471025,131471248,all_Chip_RFX1_vs_GRCm38.89_peak_6366
chr14,55085738,55086042,all_Chip_RFX1_vs_GRCm38.89_peak_3044
chr2,25193567,25193820,all_Chip_RFX1_vs_GRCm38.89_peak_5166
chr13,84222726,84222969,all_Chip_RFX1_vs_GRCm38.89_peak_2745
chr8,17700291,17700628,all_Chip_RFX1_vs_GRCm38.89_peak_8875
chr8,32215081,32215326,all_Chip_RFX1_vs_GRCm38.89_peak_8914
chr4,152725947,152726250,all_Chip_RFX1_vs_GRCm38.89_peak_7058
chr10,43830687,43831030,all_Chip_RFX1_vs_GRCm38.89_peak_831
chr19,47919159,47919481,all_Chip_RFX1_vs_GRCm38.89_peak_5010
chr10,85651809,85652077,all_Chip_RFX1_vs_GRCm38.89_peak_1023
chr10,8943835,8944172,all_Chip_RFX1_vs_GRCm38.89_peak_699
chr17,69384405,69384672,all_Chip_RFX1_vs_GRCm38.89_peak_4353
chr4,126266906,126267230,all_Chip_RFX1_vs_GRCm38.89_peak_6873
chr4,48079759,48080048,all_Chip_RFX1_vs_GRCm38.89_peak_6591
chr9,37364406,37364704,all_Chip_RFX1_vs_GRCm38.89_peak_9452
chr4,155840454,155840743,all_Chip_RFX1_vs_GRCm38.89_peak_7083
chr8,126258219,126258501,all_Chip_RFX1_vs_GRCm38.89_peak_9307
chr2,7224747,7224972,all_Chip_RFX1_vs_GRCm38.89_peak_5099
chr10,98942088,98942420,all_Chip_RFX1_vs_GRCm38.89_peak_1095
chr11,59941341,59941643,all_Chip_RFX1_vs_GRCm38.89_peak_1388
chr12,100200472,100200717,all_Chip_RFX1_vs_GRCm38.89_peak_2301
chr1,89102290,89102527,all_Chip_RFX1_vs_GRCm38.89_peak_296
chr4,107674031,107674366,all_Chip_RFX1_vs_GRCm38.89_peak_6781
chr4,123670601,123670995,all_Chip_RFX1_vs_GRCm38.89_peak_6856
chr7,19172802,19173102,all_Chip_RFX1_vs_GRCm38.89_peak_8296
chr8,125416174,125416594,all_Chip_RFX1_vs_GRCm38.89_peak_9299
chr8,71720211,71720493,all_Chip_RFX1_vs_GRCm38.89_peak_9056
chr8,93958451,93958710,all_Chip_RFX1_vs_GRCm38.89_peak_9146
chr9,29092384,29092741,all_Chip_RFX1_vs_GRCm38.89_peak_9419
chr11,97479837,97480097,all_Chip_RFX1_vs_GRCm38.89_peak_1674
chr1,73006016,73006339,all_Chip_RFX1_vs_GRCm38.89_peak_217
chr11,67000632,67000923,all_Chip_RFX1_vs_GRCm38.89_peak_1440
chr13,37680887,37681247,all_Chip_RFX1_vs_GRCm38.89_peak_2537
chr16,66824958,66825255,all_Chip_RFX1_vs_GRCm38.89_peak_3972
chr19,4125774,4126016,all_Chip_RFX1_vs_GRCm38.89_peak_4789
chr5,28072034,28072295,all_Chip_RFX1_vs_GRCm38.89_peak_7157
chr5,9068908,9069198,all_Chip_RFX1_vs_GRCm38.89_peak_7103
chr6,93706953,93707276,all_Chip_RFX1_vs_GRCm38.89_peak_8013
chr10,121765219,121765511,all_Chip_RFX1_vs_GRCm38.89_peak_1158
chr8,46130455,46130752,all_Chip_RFX1_vs_GRCm38.89_peak_8960
chr9,60114498,60114780,all_Chip_RFX1_vs_GRCm38.89_peak_9588
chr11,102529029,102529365,all_Chip_RFX1_vs_GRCm38.89_peak_1726
chr2,97478142,97478510,all_Chip_RFX1_vs_GRCm38.89_peak_5486
chr3,60884074,60884378,all_Chip_RFX1_vs_GRCm38.89_peak_6061
chr5,13570032,13570343,all_Chip_RFX1_vs_GRCm38.89_peak_7106
chrX,83746664,83746984,all_Chip_RFX1_vs_GRCm38.89_peak_10009
chrX,93654585,93654931,all_Chip_RFX1_vs_GRCm38.89_peak_10020
chr1,86421041,86421416,all_Chip_RFX1_vs_GRCm38.89_peak_279
chr9,96972012,96972260,all_Chip_RFX1_vs_GRCm38.89_peak_9753
chr1,33696629,33696928,all_Chip_RFX1_vs_GRCm38.89_peak_59
chr18,13707049,13707293,all_Chip_RFX1_vs_GRCm38.89_peak_4488
chr8,10812366,10812664,all_Chip_RFX1_vs_GRCm38.89_peak_8842
chr10,80940519,80940782,all_Chip_RFX1_vs_GRCm38.89_peak_985
chr1,45780874,45781215,all_Chip_RFX1_vs_GRCm38.89_peak_122
chr14,120259411,120259858,all_Chip_RFX1_vs_GRCm38.89_peak_3265
chr12,79891927,79892243,all_Chip_RFX1_vs_GRCm38.89_peak_2168
chr13,23531637,23531997,all_Chip_RFX1_vs_GRCm38.89_peak_2477
chr14,62307658,62308043,all_Chip_RFX1_vs_GRCm38.89_peak_3089
chr1,88838605,88838942,all_Chip_RFX1_vs_GRCm38.89_peak_293
chr2,153175977,153176287,all_Chip_RFX1_vs_GRCm38.89_peak_5725
chr2,49719911,49720196,all_Chip_RFX1_vs_GRCm38.89_peak_5323
chr4,24671230,24671504,all_Chip_RFX1_vs_GRCm38.89_peak_6510
chr2,26108917,26109177,all_Chip_RFX1_vs_GRCm38.89_peak_5175
chr3,97811663,97811957,all_Chip_RFX1_vs_GRCm38.89_peak_6204
chr11,103899067,103899517,all_Chip_RFX1_vs_GRCm38.89_peak_1742
chr1,119033956,119034252,all_Chip_RFX1_vs_GRCm38.89_peak_355
chr15,87138905,87139163,all_Chip_RFX1_vs_GRCm38.89_peak_3643
chr16,37487163,37487505,all_Chip_RFX1_vs_GRCm38.89_peak_3887
chr7,130533449,130533709,all_Chip_RFX1_vs_GRCm38.89_peak_8722
chr11,53567127,53567639,all_Chip_RFX1_vs_GRCm38.89_peak_1350
chr18,5892350,5892722,all_Chip_RFX1_vs_GRCm38.89_peak_4457
chr4,138504894,138505133,all_Chip_RFX1_vs_GRCm38.89_peak_6971
chr10,39612818,39613107,all_Chip_RFX1_vs_GRCm38.89_peak_796
chr13,41801396,41801713,all_Chip_RFX1_vs_GRCm38.89_peak_2555
chr3,107505993,107506289,all_Chip_RFX1_vs_GRCm38.89_peak_6278
chr1,151096147,151096415,all_Chip_RFX1_vs_GRCm38.89_peak_463
chr2,91632502,91632739,all_Chip_RFX1_vs_GRCm38.89_peak_5459
chr15,31542644,31543032,all_Chip_RFX1_vs_GRCm38.89_peak_3359
chr4,129987729,129988036,all_Chip_RFX1_vs_GRCm38.89_peak_6893
